uframe_route,filename_mask,reference_designator,data_source
Ingest.vel3d-k-wfp-stc_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/A*.DA?,CP02PMCO-WFP01-01-VEL3DK000,recovered_wfp
Ingest.ctdpf-ckl-wfp_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/C*.DA?,CP02PMCO-WFP01-03-CTDPFK000,recovered_wfp
Ingest.dofst-k-wfp_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/C*.DA?,CP02PMCO-WFP01-02-DOFSTK000,recovered_wfp
Ingest.wfp-eng-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/E*.DA?,CP02PMCO-WFP01-00-WFPENG000,recovered_wfp
Ingest.flort-kn-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/E*.DA?,CP02PMCO-WFP01-04-FLORTK000,recovered_wfp
Ingest.parad-k-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/CWFP_sn13103-05/0*/E*.DA?,CP02PMCO-WFP01-05-PARADK000,recovered_wfp
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/instruments/ADCP_sn18660/_RDI_000.000,CP02PMCO-RII01-02-ADCPTG010,recovered_inst
Ingest.adcps-jln-stc_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/cg_data/stc1/imm/adcpt/adcpt*.DAT,CP02PMCO-RII01-02-ADCPTG010,recovered_host
Ingest.mopak-o-dcl_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/cg_data/stc1/3dmgx3/*.3dmgx3.log,CP02PMCO-SBS01-01-MOPAK0000,recovered_host
Ingest.cg-stc-eng-stc_recovered,/omc_data/whoi/OMC/CP02PMCO/R00006/cg_data/stc1/irid2shore/stc_status*.txt,CP02PMCO-SBS01-00-STCENG000,recovered_host